Time,LandAverageTemperature
1918-11,5.683
1918-12,2.8480000000000003
1919-01,2.184
1919-02,2.852
1919-03,4.743
1919-04,8.487
1919-05,10.969
1919-06,13.228
1919-07,14.274
1919-08,13.786
1919-09,11.989999999999998
1919-10,9.361
1919-11,5.489
1919-12,3.224
1920-01,2.841
1920-02,2.755
1920-03,5.227
1920-04,8.293
1920-05,11.130999999999998
1920-06,13.105
1920-07,14.245
1920-08,13.698
1920-09,11.794
1920-10,9.021
1920-11,5.566
1920-12,2.629
1921-01,2.98
1921-02,3.125
1921-03,5.081
1921-04,8.324
1921-05,11.245
1921-06,13.44
1921-07,14.436
1921-08,13.561
1921-09,11.869000000000002
1921-10,9.264
1921-11,5.864
1921-12,3.663
1922-01,2.15
1922-02,2.376
1922-03,5.156000000000001
1922-04,8.379999999999999
1922-05,11.097
1922-06,13.331
1922-07,14.278
1922-08,13.584
1922-09,11.775
1922-10,9.056
1922-11,6.046
1922-12,3.667
1923-01,2.487
1923-02,2.563
1923-03,4.8660000000000005
1923-04,7.749
1923-05,10.848999999999998
1923-06,13.296
1923-07,13.984000000000002
1923-08,13.611
1923-09,11.883
1923-10,9.52
1923-11,6.377999999999999
1923-12,3.88
1924-01,2.339
1924-02,2.888
1924-03,5.352
1924-04,7.97
1924-05,11.188
1924-06,13.342
1924-07,14.304
1924-08,13.654000000000002
1924-09,11.957
1924-10,9.203
1924-11,6.4
1924-12,3.485
1925-01,2.268
1925-02,2.701
1925-03,5.126
1925-04,8.442
1925-05,11.039
1925-06,13.089
1925-07,14.066
1925-08,13.769
1925-09,11.979
1925-10,9.196
1925-11,6.34
1925-12,4.398
1926-01,3.4530000000000003
1926-02,3.717
1926-03,5.831
1926-04,8.193
1926-05,10.931
1926-06,13.285
1926-07,14.168
1926-08,13.877
1926-09,12.075
1926-10,9.55
1926-11,6.3
1926-12,3.366
1927-01,2.372
1927-02,3.039
1927-03,4.668
1927-04,8.035
1927-05,11.104
1927-06,13.271999999999998
1927-07,14.323
1927-08,13.698
1927-09,12.254
1927-10,9.887
1927-11,6.346
1927-12,3.267
1928-01,3.0460000000000003
1928-02,3.333
1928-03,4.959
1928-04,8.244
1928-05,11.169
1928-06,13.113
1928-07,14.31
1928-08,13.687
1928-09,12.03
1928-10,9.486
1928-11,6.336
1928-12,3.873
1929-01,2.0540000000000003
1929-02,2.172
1929-03,5.099
1929-04,8.094
1929-05,10.915
1929-06,12.928
1929-07,13.957
1929-08,13.68
1929-09,11.807
1929-10,9.46
1929-11,6.172000000000001
1929-12,2.571
1930-01,2.401
1930-02,3.152
1930-03,5.483
1930-04,8.181999999999999
1930-05,11.105
1930-06,13.347
1930-07,14.465
1930-08,13.928
1930-09,11.874
1930-10,9.261
1930-11,6.574
1930-12,3.831
1931-01,2.761
1931-02,2.708
1931-03,5.22
1931-04,8.163
1931-05,11.02
1931-06,13.573
1931-07,14.576
1931-08,14.12
1931-09,12.283
1931-10,9.937
1931-11,6.242999999999999
1931-12,4.027
1932-01,3.604
1932-02,2.989
1932-03,4.94
1932-04,8.769
1932-05,11.239
1932-06,13.383
1932-07,14.372
1932-08,13.74
1932-09,12.31
1932-10,9.682
1932-11,5.908
1932-12,3.527
1933-01,2.169
1933-02,2.657
1933-03,4.869
1933-04,8.125
1933-05,11.047
1933-06,13.11
1933-07,14.236
1933-08,13.76
1933-09,11.854
1933-10,9.238
1933-11,5.89
1933-12,3.104
1934-01,2.476
1934-02,3.699
1934-03,4.8180000000000005
1934-04,8.016
1934-05,11.478
1934-06,13.402
1934-07,14.343
1934-08,13.778
1934-09,11.727
1934-10,9.421
1934-11,6.397
1934-12,3.985
1935-01,2.1750000000000003
1935-02,4.125
1935-03,5.399
1935-04,7.770999999999999
1935-05,10.906
1935-06,13.326
1935-07,14.331
1935-08,13.775
1935-09,11.999
1935-10,9.516
1935-11,5.443
1935-12,3.423
1936-01,2.249
1936-02,2.506
1936-03,5.031000000000001
1936-04,8.126999999999999
1936-05,11.251
1936-06,13.363
1936-07,14.629
1936-08,13.86
1936-09,12.021
1936-10,9.457
1936-11,6.2330000000000005
1936-12,3.921
1937-01,2.4530000000000003
1937-02,3.553
1937-03,4.851
1937-04,8.139999999999999
1937-05,11.422
1937-06,13.603
1937-07,14.375
1937-08,14.007
1937-09,12.412999999999998
1937-10,9.729
1937-11,6.356
1937-12,3.478
1938-01,2.91
1938-02,3.417
1938-03,5.651
1938-04,8.913
1938-05,11.456
1938-06,13.321
1938-07,14.482
1938-08,13.963
1938-09,12.427
1938-10,9.784
1938-11,6.53
1938-12,3.51
1939-01,2.932
1939-02,3.232
1939-03,4.926
1939-04,8.328
1939-05,11.524
1939-06,13.531
1939-07,14.395
1939-08,13.932
1939-09,11.957999999999998
1939-10,9.218
1939-11,6.189
1939-12,4.959
1940-01,2.335
1940-02,3.423
1940-03,5.424
1940-04,8.756
1940-05,11.338
1940-06,13.583
1940-07,14.571
1940-08,13.811
1940-09,12.268
1940-10,9.457
1940-11,6.0760000000000005
1940-12,4.134
1941-01,2.7350000000000003
1941-02,3.67
1941-03,5.212999999999999
1941-04,8.575
1941-05,11.493
1941-06,13.63
1941-07,14.694
1941-08,14.028
1941-09,11.816
1941-10,9.71
1941-11,5.952999999999999
1941-12,3.707
1942-01,3.103
1942-02,2.857
1942-03,5.308
1942-04,8.415999999999999
1942-05,11.338
1942-06,13.578
1942-07,14.242
1942-08,13.786
1942-09,12.146
1942-10,9.627
1942-11,6.3950000000000005
1942-12,3.945
1943-01,2.396
1943-02,3.513
1943-03,5.138
1943-04,8.638
1943-05,11.485
1943-06,13.161
1943-07,14.46
1943-08,13.774
1943-09,12.095999999999998
1943-10,9.907
1943-11,6.26
1943-12,4.2330000000000005
1944-01,3.504
1944-02,3.591
1944-03,5.531000000000001
1944-04,8.434
1944-05,11.334
1944-06,13.478
1944-07,14.468
1944-08,14.017
1944-09,12.45
1944-10,9.808
1944-11,6.091
1944-12,3.434
1945-01,2.525
1945-02,2.6460000000000004
1945-03,5.184
1945-04,8.681000000000001
1945-05,11.097
1945-06,13.328
1945-07,14.213
1945-08,14.313
1945-09,12.225
1945-10,9.575
1945-11,6.073
1945-12,3.158
1946-01,2.979
1946-02,3.4610000000000003
1946-03,5.236000000000001
1946-04,8.837
1946-05,11.355
1946-06,13.298
1946-07,14.409
1946-08,13.834
1946-09,12.064
1946-10,9.281
1946-11,6.235
1946-12,3.134
1947-01,2.597
1947-02,3.277
1947-03,5.801
1947-04,8.686
1947-05,11.329
1947-06,13.459
1947-07,14.349
1947-08,13.827
1947-09,12.166
1947-10,10.011
1947-11,6.407
1947-12,3.656
1948-01,3.366
1948-02,3.22
1948-03,4.9190000000000005
1948-04,8.498999999999999
1948-05,11.537
1948-06,13.664
1948-07,14.445
1948-08,13.896
1948-09,12.155
1948-10,9.584
1948-11,6.1850000000000005
1948-12,3.491
1949-01,3.2190000000000003
1949-02,2.759
1949-03,5.077
1949-04,8.344
1949-05,11.309
1949-06,13.223
1949-07,14.199000000000002
1949-08,13.826
1949-09,11.957
1949-10,9.531
1949-11,6.148
1949-12,3.449
1950-01,2.008
1950-02,2.721
1950-03,5.247000000000001
1950-04,8.123
1950-05,11.297
1950-06,13.382
1950-07,14.14
1950-08,13.46
1950-09,11.952
1950-10,9.153
1950-11,5.372000000000001
1950-12,3.528
1951-01,2.138
1951-02,2.332
1951-03,5.091
1951-04,8.366999999999999
1951-05,11.438
1951-06,13.25
1951-07,14.324000000000002
1951-08,14.021
1951-09,12.324000000000002
1951-10,9.67
1951-11,6.2250000000000005
1951-12,4.327999999999999
1952-01,3.049
1952-02,3.3960000000000004
1952-03,4.9670000000000005
1952-04,8.461
1952-05,11.352
1952-06,13.442
1952-07,14.549
1952-08,13.964
1952-09,12.238
1952-10,9.157
1952-11,5.425
1952-12,3.659
1953-01,2.964
1953-02,3.629
1953-03,5.712000000000001
1953-04,8.892000000000001
1953-05,11.514
1953-06,13.612
1953-07,14.392
1953-08,14.059
1953-09,12.199000000000002
1953-10,9.59
1953-11,5.924
1953-12,3.998
1954-01,2.059
1954-02,3.084
1954-03,5.148
1954-04,8.158
1954-05,10.988
1954-06,13.4
1954-07,14.241
1954-08,13.868
1954-09,12.098
1954-10,9.546
1954-11,6.579
1954-12,3.559
1955-01,3.412
1955-02,3.137
1955-03,4.585
1955-04,8.136000000000001
1955-05,11.191999999999998
1955-06,13.56
1955-07,14.242
1955-08,14.283
1955-09,11.954
1955-10,9.735
1955-11,5.973
1955-12,3.306
1956-01,2.466
1956-02,2.781
1956-03,4.888999999999999
1956-04,7.922000000000001
1956-05,10.720999999999998
1956-06,13.16
1956-07,14.18
1956-08,13.189
1956-09,11.783
1956-10,8.927999999999997
1956-11,5.738
1956-12,3.5980000000000003
1957-01,2.488
1957-02,3.12
1957-03,5.0360000000000005
1957-04,8.366
1957-05,11.259
1957-06,13.783
1957-07,14.129
1957-08,14.082
1957-09,12.312
1957-10,9.496
1957-11,6.391
1957-12,4.327999999999999
1958-01,3.5740000000000003
1958-02,3.695
1958-03,5.452999999999999
1958-04,8.52
1958-05,11.518999999999998
1958-06,13.187
1958-07,14.438
1958-08,13.597
1958-09,11.845
1958-10,9.375
1958-11,6.26
1958-12,3.822
1959-01,2.959
1959-02,3.33
1959-03,5.854
1959-04,8.818999999999997
1959-05,11.323
1959-06,13.577
1959-07,14.449000000000002
1959-08,13.853
1959-09,11.946
1959-10,9.16
1959-11,5.752000000000001
1959-12,3.77
1960-01,2.713
1960-02,3.798
1960-03,4.303
1960-04,8.133
1960-05,10.872
1960-06,13.484000000000002
1960-07,14.198
1960-08,13.825
1960-09,12.095
1960-10,9.497
1960-11,5.827999999999999
1960-12,4.259
1961-01,2.926
1961-02,3.683
1961-03,5.589
1961-04,8.631
1961-05,11.624
1961-06,13.702
1961-07,14.288
1961-08,13.849
1961-09,12.247
1961-10,9.328
1961-11,6.205
1961-12,3.5
1962-01,3.003
1962-02,3.696
1962-03,5.53
1962-04,8.54
1962-05,11.128
1962-06,13.427
1962-07,14.205
1962-08,13.713
1962-09,12.018
1962-10,9.468
1962-11,6.283
1962-12,3.94
1963-01,2.901
1963-02,4.02
1963-03,5.097
1963-04,8.173
1963-05,11.045
1963-06,13.412
1963-07,14.505999999999998
1963-08,14.309
1963-09,12.555
1963-10,9.943
1963-11,6.561
1963-12,3.75
1964-01,2.881
1964-02,3.028
1964-03,4.865
1964-04,7.922000000000001
1964-05,10.905
1964-06,13.459
1964-07,14.300999999999998
1964-08,13.678
1964-09,11.604
1964-10,8.831999999999997
1964-11,5.9830000000000005
1964-12,3.458
1965-01,2.862
1965-02,3.036
1965-03,5.182
1965-04,7.989999999999998
1965-05,11.222
1965-06,13.308
1965-07,14.078
1965-08,13.807
1965-09,11.73
1965-10,9.488
1965-11,5.86
1965-12,3.766
1966-01,2.49
1966-02,3.29
1966-03,5.527
1966-04,8.161
1966-05,11.2
1966-06,13.587
1966-07,14.569
1966-08,13.731
1966-09,12.133
1966-10,9.153
1966-11,5.968999999999999
1966-12,3.382
1967-01,2.71
1967-02,2.905
1967-03,5.396
1967-04,8.458
1967-05,11.632
1967-06,13.194
1967-07,14.331
1967-08,13.821
1967-09,12.053999999999998
1967-10,9.809
1967-11,6.176
1967-12,3.915
1968-01,2.353
1968-02,3.245
1968-03,6.117000000000001
1968-04,8.455
1968-05,11.068
1968-06,13.204
1968-07,14.026
1968-08,13.524
1968-09,11.62
1968-10,9.453
1968-11,5.891
1968-12,3.24
1969-01,1.966
1969-02,2.45
1969-03,5.131
1969-04,8.575999999999999
1969-05,11.354
1969-06,13.475
1969-07,14.218
1969-08,13.804
1969-09,12.048
1969-10,9.489
1969-11,6.42
1969-12,4.21
1970-01,2.8360000000000003
1970-02,3.735
1970-03,5.272
1970-04,8.603
1970-05,11.206
1970-06,13.513
1970-07,14.395
1970-08,13.658
1970-09,12.277
1970-10,9.348
1970-11,6.047000000000001
1970-12,3.5210000000000004
1971-01,2.967
1971-02,2.867
1971-03,5.001
1971-04,8.338999999999999
1971-05,11.211
1971-06,13.099
1971-07,14.139
1971-08,13.879
1971-09,12.139
1971-10,9.388
1971-11,6.295
1971-12,3.867
1972-01,1.882
1972-02,2.609
1972-03,5.287000000000001
1972-04,8.337
1972-05,11.155
1972-06,13.501
1972-07,14.231
1972-08,14.171
1972-09,11.901
1972-10,9.346
1972-11,5.7970000000000015
1972-12,3.778
